hex_id,D1,D2,D3,D4,D5,D6
876,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
877,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
878,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
879,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
880,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
881,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
882,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
883,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
884,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
885,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
886,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
887,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
888,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
889,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
890,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
891,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
892,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
893,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
894,SaClLo,SaLo,SaLo,SaLo,SaLo,SaLo
895,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
896,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
897,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
898,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
899,SaClLo,SaLo,SaLo,SaLo,SaLo,SaLo
900,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
901,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
902,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
903,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
904,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
905,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
906,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
